file,source_family,column,row_count,blank_count,blank_pct,non_empty_count
fts_internal_funding_global.csv,FTS,flowType,675,0,0.0,675
fts_internal_funding_global.csv,FTS,method,675,0,0.0,675
fts_internal_funding_global.csv,FTS,boundary,675,0,0.0,675
fts_internal_funding_global.csv,FTS,onBoundary,675,0,0.0,675
fts_internal_funding_global.csv,FTS,status,675,0,0.0,675
fts_internal_funding_global.csv,FTS,firstReportedDate,675,0,0.0,675
fts_internal_funding_global.csv,FTS,decisionDate,675,0,0.0,675
fts_internal_funding_global.csv,FTS,keywords,675,675,100.0,0
fts_internal_funding_global.csv,FTS,originalAmount,675,648,96.0,27
fts_internal_funding_global.csv,FTS,originalCurrency,675,648,96.0,27
fts_internal_funding_global.csv,FTS,exchangeRate,675,648,96.0,27
fts_internal_funding_global.csv,FTS,id,675,0,0.0,675
fts_internal_funding_global.csv,FTS,refCode,675,0,0.0,675
fts_internal_funding_global.csv,FTS,createdAt,675,0,0.0,675
fts_internal_funding_global.csv,FTS,updatedAt,675,0,0.0,675
fts_outgoing_funding_global.csv,FTS,date,3199,0,0.0,3199
fts_outgoing_funding_global.csv,FTS,budgetYear,3199,204,6.377,2995
fts_outgoing_funding_global.csv,FTS,description,3199,0,0.0,3199
fts_outgoing_funding_global.csv,FTS,amountUSD,3199,0,0.0,3199
fts_outgoing_funding_global.csv,FTS,srcOrganization,3199,0,0.0,3199
fts_outgoing_funding_global.csv,FTS,srcOrganizationTypes,3199,0,0.0,3199
fts_outgoing_funding_global.csv,FTS,srcLocations,3199,0,0.0,3199
