Country,AllocationYear,AllocationSourceName,OrganizationType,ProjectDuration (Months),Budget,Projectsector,Total People,CIRV - Prev,CIVR - Inc
Myanmar,2020,Standard,National NGO,14,379428.21,"[""Camp Coordination"", ""Emergency Shelter and Non-Food Items"", ""Water, Sanitation and Hygiene (WASH)""]",9781,"51,6","0,07"
Myanmar,2020,Standard,International NGO,12,160289.65,"[""Education"", ""Protection""]",1686,"51,6","0,07"
Myanmar,2020,Standard,International NGO,14,531545.69,"[""Education"", ""Food Security""]",20635,"51,6","0,07"
Myanmar,2020,Standard,International NGO,15,127021.84,"[""Protection""]",1481,"51,6","0,07"
Myanmar,2020,Standard,International NGO,15,1200000.0,"[""Emergency Shelter and Non-Food Items"", ""Food Security"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",82267,"51,6","0,07"
Myanmar,2020,Standard,National NGO,18,1200000.0,"[""Emergency Shelter and Non-Food Items"", ""Food Security"", ""Health"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",16476,"51,6","0,07"
Myanmar,2020,Standard,International NGO,9 ,340576.17,"[""Emergency Shelter and Non-Food Items""]",1320,"51,6","0,07"
Myanmar,2020,Standard,International NGO,15,275419.09,"[""Emergency Shelter and Non-Food Items"", ""Food Security"", ""Health"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",27020,"51,6","0,07"
Myanmar,2020,Standard,National NGO,14,247231.61,"[""Education"", ""Food Security"", ""Protection""]",9245,"51,6","0,07"
Myanmar,2020,Standard,UN Agency,12,198396.08,"[""Health""]",20015,"51,6","0,07"
Myanmar,2020,Standard,International NGO,15,1200000.0,"[""Education"", ""Emergency Shelter and Non-Food Items"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",59517,"51,6","0,07"
Myanmar,2020,Standard,National NGO,14,380414.39,"[""Emergency Shelter and Non-Food Items"", ""Food Security"", ""Health"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",11125,"51,6","0,07"
Myanmar,2020,Standard,International NGO,12,382354.66,"[""Health""]",49980,"51,6","0,07"
Myanmar,2020,Standard,International NGO,12,212152.55,"[""Health"", ""Nutrition"", ""Protection""]",1651,"51,6","0,07"
Myanmar,2020,Standard,International NGO,12,145741.77,"[""Water, Sanitation and Hygiene (WASH)""]",3379,"51,6","0,07"
Myanmar,2020,Standard,International NGO,15,122500.0,"[""Protection""]",9535,"51,6","0,07"
Myanmar,2020,Standard,National NGO,12,306115.01,"[""Education"", ""Protection""]",6386,"51,6","0,07"
Myanmar,2020,Standard,International NGO,15,828464.58,"[""Emergency Shelter and Non-Food Items"", ""Food Security"", ""Health"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",37256,"51,6","0,07"
Myanmar,2020,Standard,International NGO,12,255922.17,"[""Emergency Shelter and Non-Food Items"", ""Food Security""]",22103,"51,6","0,07"
Myanmar,2020,Standard,National NGO,15,166532.5,"[""Health""]",37006,"51,6","0,07"
Myanmar,2020,Standard,International NGO,11,303902.79,"[""Health"", ""Nutrition"", ""Protection""]",24097,"51,6","0,07"
Myanmar,2020,Standard,UN Agency,12,249671.66,"[""Food Security""]",6960,"51,6","0,07"
Myanmar,2020,Standard,International NGO,14,336892.34,"[""Education"", ""Water, Sanitation and Hygiene (WASH)""]",4130,"51,6","0,07"
Myanmar,2020,Standard,International NGO,15,210000.34,"[""Education""]",7067,"51,6","0,07"
Myanmar,2020,Standard,National NGO,17,873620.61,"[""Education"", ""Emergency Shelter and Non-Food Items""]",2673,"51,6","0,07"
Myanmar,2020,Standard,UN Agency,15,199189.59,"[""Protection""]",352,"51,6","0,07"
Myanmar,2020,Standard,International NGO,12,196857.7,"[""Camp Coordination"", ""Emergency Shelter and Non-Food Items"", ""Food Security"", ""Health"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",6978,"51,6","0,07"
Myanmar,2020,Standard,UN Agency,9 ,326635.5,"[""Health"", ""Logistics""]",29036,"51,6","0,07"
Nigeria,2020,Reserve,UN Agency,6 ,1113049.82,"[""Health""]",3843,"59,8","-0,14"
Nigeria,2020,Standard,International NGO,12,230000.52,"[""Health"", ""Water, Sanitation and Hygiene (WASH)""]",85287,"59,8","-0,14"
Nigeria,2020,Standard,National NGO,13,139597.76,"[""Water, Sanitation and Hygiene (WASH)""]",17232,"59,8","-0,14"
Nigeria,2020,Standard,International NGO,12,710351.72,"[""Nutrition""]",5002,"59,8","-0,14"
Nigeria,2020,Standard,National NGO,10,139652.12,"[""Water, Sanitation and Hygiene (WASH)""]",15000,"59,8","-0,14"
Nigeria,2020,Standard,International NGO,12,400000.0,"[""Water, Sanitation and Hygiene (WASH)""]",75600,"59,8","-0,14"
Nigeria,2020,Standard,National NGO,12,488799.78,"[""Food Security""]",4000,"59,8","-0,14"
Nigeria,2020,Standard,UN Agency,8 ,109996.4,"[""Protection""]",10000,"59,8","-0,14"
Nigeria,2020,Standard,UN Agency,8 ,298051.69,"[""Emergency Shelter and Non-Food Items""]",5500,"59,8","-0,14"
Nigeria,2020,Standard,National NGO,12,120009.89,"[""Protection""]",4000,"59,8","-0,14"
Nigeria,2020,Standard,International NGO,13,350817.69,"[""Protection""]",63000,"59,8","-0,14"
Nigeria,2020,Standard,UN Agency,8 ,249952.0,"[""Health"", ""Water, Sanitation and Hygiene (WASH)""]",5000,"59,8","-0,14"
Nigeria,2020,Standard,International NGO,10,139069.2,"[""Protection""]",3570,"59,8","-0,14"
Nigeria,2020,Standard,National NGO,14,300093.02,"[""Health""]",6000,"59,8","-0,14"
Nigeria,2020,Standard,National NGO,11,299992.06,"[""Health""]",177317,"59,8","-0,14"
Nigeria,2020,Standard,National NGO,8 ,249000.0,"[""Emergency Shelter and Non-Food Items""]",5000,"59,8","-0,14"
Nigeria,2020,Standard,National NGO,12,465000.0,"[""Camp Coordination"", ""Emergency Shelter and Non-Food Items""]",40000,"59,8","-0,14"
Nigeria,2020,Standard,National NGO,10,99995.66,"[""Protection""]",12230,"59,8","-0,14"
Nigeria,2020,Standard,International NGO,9 ,249599.39,"[""Water, Sanitation and Hygiene (WASH)""]",14461,"59,8","-0,14"
Nigeria,2020,Standard,National NGO,12,250000.8,"[""Health""]",54000,"59,8","-0,14"
Nigeria,2020,Standard,UN Agency,12,987637.23,"[""Water, Sanitation and Hygiene (WASH)""]",185123,"59,8","-0,14"
Nigeria,2020,Standard,International NGO,9 ,350001.0,"[""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",15000,"59,8","-0,14"
Nigeria,2020,Standard,UN Agency,13,700000.0,"[""Camp Coordination"", ""Emergency Shelter and Non-Food Items""]",169990,"59,8","-0,14"
Nigeria,2020,Standard,International NGO,11,404000.0,"[""Nutrition""]",22705,"59,8","-0,14"
Nigeria,2020,Standard,International NGO,11,594650.0,"[""Health""]",208744,"59,8","-0,14"
Nigeria,2020,Standard,International NGO,12,481000.0,"[""Water, Sanitation and Hygiene (WASH)""]",18000,"59,8","-0,14"
Nigeria,2020,Standard,National NGO,12,124000.96,"[""Water, Sanitation and Hygiene (WASH)""]",25000,"59,8","-0,14"
Nigeria,2020,Standard,National NGO,12,140386.4,"[""Health"", ""Protection""]",50000,"59,8","-0,14"
Nigeria,2020,Standard,UN Agency,12,999999.89,"[""Nutrition""]",17088,"59,8","-0,14"
Nigeria,2020,Standard,National NGO,9 ,250042.43,"[""Nutrition""]",15000,"59,8","-0,14"
Nigeria,2020,Standard,National NGO,9 ,400011.57,"[""Emergency Shelter and Non-Food Items""]",15400,"59,8","-0,14"
Nigeria,2020,Standard,International NGO,12,460000.0,"[""Health""]",101991,"59,8","-0,14"
Nigeria,2020,Standard,UN Agency,8 ,660000.07,"[""Health""]",120,"59,8","-0,14"
Nigeria,2020,Standard,National NGO,12,250000.2,"[""Nutrition""]",9430,"59,8","-0,14"
Nigeria,2020,Standard,UN Agency,12,149358.36,"[""Health""]",100100,"59,8","-0,14"
Nigeria,2020,Standard,International NGO,15,588000.0,"[""Camp Coordination"", ""Emergency Shelter and Non-Food Items""]",9000,"59,8","-0,14"
Nigeria,2020,Standard,National NGO,12,107005.49,"[""Water, Sanitation and Hygiene (WASH)""]",18160,"59,8","-0,14"
Nigeria,2020,Standard,International NGO,8 ,400000.0,"[""Health""]",37489,"59,8","-0,14"
Nigeria,2020,Standard,UN Agency,8 ,259638.05,"[""Nutrition""]",3034,"59,8","-0,14"
Nigeria,2020,Standard,National NGO,10,100011.66,"[""Health"", ""Protection""]",6592,"59,8","-0,14"
Nigeria,2020,Standard,International NGO,12,825625.01,"[""Nutrition""]",78528,"59,8","-0,14"
Nigeria,2020,Standard,International NGO,12,485750.14,"[""Camp Coordination"", ""Protection""]",400707,"59,8","-0,14"
Nigeria,2020,Standard,International NGO,8 ,350000.0,"[""Health"", ""Water, Sanitation and Hygiene (WASH)""]",36357,"59,8","-0,14"
Nigeria,2020,Standard,National NGO,8 ,100000.85,"[""Food Security"", ""Nutrition""]",800,"59,8","-0,14"
Nigeria,2020,Standard,International NGO,12,449250.0,"[""Food Security"", ""Health"", ""Nutrition"", ""Protection""]",101945,"59,8","-0,14"
Nigeria,2020,Standard,International NGO,8 ,140000.0,"[""Protection""]",4520,"59,8","-0,14"
Nigeria,2020,Standard,UN Agency,8 ,544988.45,"[""Health"", ""Protection""]",330000,"59,8","-0,14"
Nigeria,2020,Standard,International NGO,9 ,209962.73,"[""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",400,"59,8","-0,14"
Nigeria,2020,Standard,International NGO,8 ,140000.01,"[""Health"", ""Protection""]",8200,"59,8","-0,14"
Nigeria,2020,Standard,International NGO,11,549999.92,"[""Nutrition""]",20320,"59,8","-0,14"
Nigeria,2020,Standard,UN Agency,8 ,405051.45,"[""Camp Coordination"", ""Protection""]",150000,"59,8","-0,14"
Nigeria,2020,Standard,UN Agency,16,1518991.58,"[""Camp Coordination"", ""Emergency Shelter and Non-Food Items""]",42230,"69,9","0,04"
Nigeria,2020,Standard,International NGO,20,200000.0,"[""Camp Coordination""]",39325,"69,9","0,04"
Nigeria,2020,Standard,International NGO,15,481000.0,"[""Emergency Shelter and Non-Food Items""]",3400,"69,9","0,04"
Nigeria,2020,Standard,UN Agency,15,149168.83,"[""Protection""]",110275,"69,9","0,04"
Nigeria,2020,Standard,UN Agency,9 ,1999540.7,"[""Health""]",542501,"69,9","0,04"
oPt,2020,Reserve,International NGO,4 ,364999.74,"[""Early Recovery"", ""Protection""]",7000,"16,1","-0,23"
oPt,2020,Reserve,International NGO,6 ,262785.61,"[""Health"", ""Water, Sanitation and Hygiene (WASH)""]",2047971,"16,1","-0,23"
oPt,2020,Reserve,National NGO,7 ,501502.11,"[""Health"", ""Nutrition""]",14000,"16,1","-0,23"
oPt,2020,Reserve,International NGO,6 ,250000.0,"[""Emergency Shelter and Non-Food Items"", ""Protection""]",1995,"16,1","-0,23"
oPt,2020,Reserve,International NGO,10,364999.75,"[""Emergency Shelter and Non-Food Items"", ""Protection""]",70000,"16,1","-0,23"
oPt,2020,Reserve,International NGO,9 ,258903.41,"[""Emergency Shelter and Non-Food Items"", ""Protection""]",2280,"16,1","-0,23"
oPt,2020,Standard,International NGO,10,225000.0,"[""Emergency Shelter and Non-Food Items""]",734,"16,1","-0,23"
oPt,2020,Standard,International NGO,8 ,300000.0,"[""Health"", ""Water, Sanitation and Hygiene (WASH)""]",7800,"16,1","-0,23"
oPt,2020,Standard,International NGO,10,518840.0,"[""Food Security"", ""Protection""]",3243,"16,1","-0,23"
oPt,2020,Standard,International NGO,12,421269.87,"[""Health""]",1380,"16,1","-0,23"
oPt,2020,Standard,National NGO,12,274449.22,"[""Health"", ""Protection""]",1800,"16,1","-0,23"
oPt,2020,Standard,National NGO,9 ,200000.01,"[""Health"", ""Protection""]",9712,"16,1","-0,23"
oPt,2020,Standard,International NGO,9 ,518842.0,"[""Emergency Shelter and Non-Food Items"", ""Protection""]",1807,"16,1","-0,23"
oPt,2020,Standard,International NGO,8 ,225003.64,"[""Protection""]",405,"16,1","-0,23"
oPt,2020,Standard,UN Agency,12,200037.18,"[""Food Security"", ""Nutrition""]",1600,"16,1","-0,23"
oPt,2020,Standard,National NGO,12,504270.03,"[""Health""]",1474,"16,1","-0,23"
oPt,2020,Standard,National NGO,7 ,149995.81,"[""Food Security""]",834,"16,1","-0,23"
oPt,2020,Standard,International NGO,8 ,1130105.66,"[""Food Security""]",10579,"16,1","-0,23"
oPt,2020,Standard,National NGO,12,305054.86,"[""Health""]",3986,"16,1","-0,23"
oPt,2020,Standard,National NGO,10,195700.86,"[""Health""]",7000,"16,1","-0,23"
oPt,2020,Standard,International NGO,8 ,362950.84,"[""Health"", ""Water, Sanitation and Hygiene (WASH)""]",2047971,"16,1","-0,23"
oPt,2020,Standard,International NGO,11,414467.0,"[""Water, Sanitation and Hygiene (WASH)""]",142000,"16,1","-0,23"
oPt,2020,Standard,National NGO,7 ,231505.74,"[""Water, Sanitation and Hygiene (WASH)""]",187000,"16,1","-0,23"
oPt,2020,Standard,National NGO,12,298733.3,"[""Protection""]",1076,"16,1","-0,23"
oPt,2020,Standard,International NGO,6 ,300000.07,"[""Early Recovery"", ""Food Security""]",1279,"16,1","-0,23"
oPt,2020,Standard,National NGO,12,200047.59,"[""Protection""]",22885,"16,1","-0,23"
oPt,2020,Reserve,UN Agency,6 ,1000000.0,"[""Health""]",5000,"16,1","-0,23"
oPt,2020,Reserve,UN Agency,4 ,300000.0,"[""Health""]",10000,"16,1","-0,23"
oPt,2020,Reserve,International NGO,3 ,500551.53,"[""Health""]",83729,"16,1","-0,23"
oPt,2020,Reserve,International NGO,6 ,295000.01,"[""Health"", ""Water, Sanitation and Hygiene (WASH)""]",17864,"16,1","-0,23"
oPt,2020,Reserve,UN Agency,7 ,500000.45,"[""Health""]",48310,"16,1","-0,23"
oPt,2020,Reserve,UN Agency,8 ,2100000.0,"[""Health""]",242475,"16,1","-0,23"
oPt,2020,Reserve,UN Agency,9 ,749999.92,"[""Health""]",2047969,"16,1","-0,23"
oPt,2020,Reserve,International NGO,3 ,75000.58,"[""Health""]",3043316,"16,1","-0,23"
oPt,2020,Reserve,National NGO,8 ,650984.08,"[""Emergency Shelter and Non-Food Items"", ""Health""]",17536,"16,1","-0,23"
oPt,2020,Reserve,UN Agency,7 ,446358.53,"[""Health"", ""Protection""]",13863,"16,1","-0,23"
oPt,2020,Reserve,International NGO,7 ,380663.08,"[""Emergency Shelter and Non-Food Items"", ""Health""]",8798,"16,1","-0,23"
oPt,2020,Reserve,UN Agency,15,393150.1,"[""Other""]",1000,"16,3","-0,23"
oPt,2020,Standard,International NGO,7 ,325805.98,"[""Health"", ""Water, Sanitation and Hygiene (WASH)""]",31000,"16,3","-0,23"
oPt,2020,Standard,National NGO,6 ,300000.39,"[""Health""]",5000,"16,3","-0,23"
oPt,2020,Standard,International NGO,5 ,1184151.78,"[""Health""]",38046,"16,3","-0,23"
oPt,2020,Standard,UN Agency,6 ,1905832.25,"[""Health""]",571300,"16,3","-0,23"
oPt,2020,Standard,International NGO,9 ,1665448.15,"[""Food Security"", ""Health""]",34314,"16,3","-0,23"
oPt,2020,Standard,International NGO,10,385896.62,"[""Health"", ""Water, Sanitation and Hygiene (WASH)""]",52100,"16,3","-0,23"
oPt,2020,Standard,UN Agency,8 ,2586051.75,"[""Food Security""]",69241,"16,3","-0,23"
oPt,2020,Standard,International NGO,7 ,263114.31,"[""Health""]",61160,"16,3","-0,23"
oPt,2020,Standard,International NGO,7 ,353503.13,"[""Food Security"", ""Health""]",7410,"16,3","-0,23"
oPt,2020,Standard,National NGO,7 ,299995.9,"[""Health""]",15000,"16,3","-0,23"
oPt,2020,Standard,International NGO,10,349999.99,"[""Health"", ""Water, Sanitation and Hygiene (WASH)""]",981506,"16,3","-0,23"
oPt,2020,Standard,National NGO,9 ,360049.65,"[""Food Security"", ""Health""]",3705,"16,3","-0,23"
oPt,2020,Standard,National NGO,6 ,215271.8,"[""Health""]",10000,"16,3","-0,23"
oPt,2020,Standard,International NGO,9 ,318750.0,"[""Water, Sanitation and Hygiene (WASH)""]",4962,"16,3","-0,23"
oPt,2020,Standard,National NGO,8 ,291085.48,"[""Food Security""]",3815,"16,3","-0,23"
oPt,2020,Standard,International NGO,9 ,441000.0,"[""Emergency Shelter and Non-Food Items"", ""Protection""]",1447,"16,3","-0,23"
oPt,2020,Standard,International NGO,11,463000.0,"[""Emergency Shelter and Non-Food Items"", ""Protection""]",1605,"16,3","-0,23"
oPt,2020,Standard,International NGO,12,479656.89,"[""Education"", ""Protection""]",11628,"16,3","-0,23"
oPt,2020,Standard,International NGO,6 ,208952.83,"[""Health"", ""Protection""]",6500,"16,3","-0,23"
oPt,2020,Standard,International NGO,12,635000.0,"[""Health"", ""Protection""]",4019,"16,3","-0,23"
oPt,2020,Standard,National NGO,10,340388.35,"[""Health"", ""Protection""]",9115,"16,3","-0,23"
oPt,2020,Standard,International NGO,8 ,379755.2,"[""Emergency Shelter and Non-Food Items"", ""Protection""]",2289,"16,3","-0,23"
oPt,2020,Standard,International NGO,12,249790.7,"[""Health""]",330,"16,3","-0,23"
oPt,2020,Standard,International NGO,12,668498.72,"[""Health"", ""Nutrition"", ""Protection""]",20025,"16,3","-0,23"
oPt,2020,Standard,International NGO,10,245000.0,"[""Education"", ""Protection""]",2861,"16,3","-0,23"
oPt,2020,Standard,UN Agency,12,101711.52,"[""Education""]",2390,"16,3","-0,23"
oPt,2020,Standard,International NGO,9 ,308258.96,"[""Food Security"", ""Protection""]",741,"16,3","-0,23"
oPt,2020,Standard,UN Agency,12,149417.54,"[""Education""]",400,"16,3","-0,23"
oPt,2020,Standard,UN Agency,12,623883.83,"[""Health""]",19305,"16,3","-0,23"
oPt,2020,Standard,National NGO,7 ,200000.61,"[""Food Security"", ""Protection""]",2209,"16,3","-0,23"
oPt,2020,Standard,National NGO,8 ,299995.16,"[""Food Security""]",1817,"16,3","-0,23"
oPt,2020,Standard,International NGO,10,349551.45,"[""Health""]",374,"16,3","-0,23"
oPt,2020,Standard,National NGO,10,345205.18,"[""Health"", ""Protection""]",10766,"16,3","-0,23"
oPt,2020,Standard,Others,9 ,312955.37,"[""Health""]",920,"16,3","-0,23"
oPt,2020,Standard,National NGO,12,439523.9,"[""Health""]",828,"16,3","-0,23"
oPt,2020,Standard,National NGO,9 ,288816.33,"[""Emergency Shelter and Non-Food Items""]",9353,"16,3","-0,23"
oPt,2020,Standard,International NGO,24,565948.55,"[""Protection""]",19439,"16,3","-0,23"
oPt,2020,Standard,International NGO,9 ,500000.0,"[""Emergency Shelter and Non-Food Items"", ""Protection""]",2054,"16,3","-0,23"
oPt,2020,Standard,UN Agency,6 ,208324.85,"[""Health""]",24630,"16,3","-0,23"
oPt,2020,Standard,International NGO,7 ,209136.06,"[""Early Recovery""]",1022,"16,3","-0,23"
Pakistan,2020,Reserve,UN Agency,7 ,399805.5,"[""Health""]",12156,"45,7","-0,18"
Pakistan,2020,Reserve,National NGO,6 ,504095.13,"[""Health""]",180000,"45,7","-0,18"
Pakistan,2020,Reserve,National NGO,6 ,499999.25,"[""Health""]",6566,"45,7","-0,18"
Pakistan,2020,Reserve,National NGO,8 ,495000.5,"[""Health""]",1102285,"45,7","-0,18"
Pakistan,2020,Reserve,National NGO,7 ,493671.29,"[""Health""]",88000,"45,7","-0,18"
Pakistan,2020,Reserve,National NGO,6 ,501061.73,"[""Health""]",68000,"45,7","-0,18"
Pakistan,2020,Standard,National NGO,7 ,477000.0,"[""Early Recovery""]",16925,"56,1","-0,17"
Pakistan,2020,Standard,National NGO,8 ,474995.92,"[""Early Recovery""]",3320,"56,1","-0,17"
Pakistan,2020,Standard,National NGO,7 ,484989.27,"[""Health""]",24290,"56,1","-0,17"
Pakistan,2020,Standard,National NGO,7 ,424132.92,"[""Early Recovery""]",17500,"56,1","-0,17"
Pakistan,2020,Standard,International NGO,9 ,481275.9,"[""Food Security""]",5200,"56,1","-0,17"
Pakistan,2020,Standard,International NGO,8 ,500000.0,"[""Food Security""]",56860,"56,1","-0,17"
Pakistan,2020,Standard,National NGO,6 ,487074.56,"[""Food Security"", ""Nutrition""]",13168,"56,1","-0,17"
Pakistan,2020,Standard,National NGO,6 ,495531.17,"[""Food Security""]",19824,"56,1","-0,17"
Pakistan,2020,Standard,National NGO,6 ,475000.82,"[""Food Security""]",3255,"56,1","-0,17"
Pakistan,2020,Reserve,National NGO,3 ,247979.99,"[""Water, Sanitation and Hygiene (WASH)""]",38700,"56,1","-0,17"
Pakistan,2020,Reserve,International NGO,3 ,199999.97,"[""Water, Sanitation and Hygiene (WASH)""]",35850,"56,1","-0,17"
Pakistan,2020,Reserve,National NGO,3 ,345921.68,"[""Water, Sanitation and Hygiene (WASH)""]",112975,"56,1","-0,17"
Pakistan,2020,Reserve,International NGO,4 ,500000.0,"[""Food Security""]",1392289,"56,1","-0,17"
Pakistan,2020,Reserve,National NGO,3 ,493916.38,"[""Food Security""]",37100,"56,1","-0,17"
Pakistan,2020,Reserve,National NGO,3 ,199992.14,"[""Water, Sanitation and Hygiene (WASH)""]",61250,"56,1","-0,17"
Pakistan,2020,Reserve,UN Agency,3 ,500000.44,"[""Food Security""]",71500,"56,1","-0,17"
Somalia,2020,Standard,National NGO,9 ,399993.89,"[""Education"", ""Protection""]",4112,"84,9","-0,1"
Somalia,2020,Standard,National NGO,9 ,280000.0,"[""Protection""]",3529,"84,9","-0,1"
Somalia,2020,Standard,International NGO,11,400085.2,"[""Education""]",19890,"84,9","-0,1"
Somalia,2020,Standard,National NGO,8 ,400020.57,"[""Food Security""]",5160,"84,9","-0,1"
