Country,AllocationYear,AllocationSourceName,OrganizationType,ProjectDuration (Months),Budget,Projectsector,Total People,CIRV - Prev,CIVR - Inc
Ukraine,2022,Standard,International NGO,9 ,699758.6,"[""Education"", ""Protection""]",20564,"39,9","-0,02"
Ukraine,2022,Standard,UN Agency,4 ,4558086.88,"[""Emergency Shelter and Non-Food Items""]",882606,"39,9","-0,02"
Ukraine,2022,Standard,National NGO,15,999966.36,"[""Other""]",29800,"39,9","-0,02"
Ukraine,2022,Standard,International NGO,6 ,700000.0,"[""Health""]",4600,"39,9","-0,02"
Ukraine,2022,Standard,International NGO,7 ,662013.28,"[""Other""]",18000,"39,9","-0,02"
Ukraine,2022,Standard,National NGO,12,1842246.69,"[""Other""]",99991,"39,9","-0,02"
Ukraine,2022,Standard,National NGO,8 ,3622978.9,"[""Other""]",17579,"39,9","-0,02"
Ukraine,2022,Standard,National NGO,24,5233444.9,"[""Camp Coordination"", ""Emergency Shelter and Non-Food Items""]",18000,"39,9","-0,02"
Ukraine,2022,Standard,National NGO,14,695569.55,"[""Protection""]",11049,"39,9","-0,02"
Ukraine,2022,Standard,International NGO,9 ,698363.32,"[""Emergency Shelter and Non-Food Items""]",1150,"39,9","-0,02"
Ukraine,2022,Standard,International NGO,6 ,998812.04,"[""Other""]",4500,"39,9","-0,02"
Ukraine,2022,Standard,National NGO,6 ,993077.7,"[""Other""]",3400,"39,9","-0,02"
Ukraine,2022,Standard,National NGO,12,967467.25,"[""Emergency Shelter and Non-Food Items""]",9647,"39,9","-0,02"
Ukraine,2022,Standard,National NGO,9 ,399677.87,"[""Other""]",3022,"39,9","-0,02"
Ukraine,2022,Standard,International NGO,17,1429958.7,"[""Education""]",26650,"39,9","-0,02"
Ukraine,2022,Standard,UN Agency,12,5520000.09,"[""Protection""]",264625,"39,9","-0,02"
Ukraine,2022,Standard,National NGO,12,999907.23,"[""Food Security""]",11300,"39,9","-0,02"
Ukraine,2022,Standard,National NGO,6 ,248404.15,"[""Emergency Shelter and Non-Food Items""]",270,"39,9","-0,02"
Ukraine,2022,Standard,International NGO,11,689848.12,"[""Protection""]",1400,"39,9","-0,02"
Ukraine,2022,Standard,National NGO,15,1371594.48,"[""Education"", ""Health""]",21118,"39,9","-0,02"
Ukraine,2022,Standard,International NGO,15,700000.0,"[""Protection""]",3402,"39,9","-0,02"
Ukraine,2022,Standard,International NGO,6 ,698052.62,"[""Protection""]",4320,"39,9","-0,02"
Ukraine,2022,Standard,International NGO,8 ,951304.05,"[""Protection""]",2800,"39,9","-0,02"
Ukraine,2022,Standard,UN Agency,12,4999948.64,"[""Food Security""]",89600,"39,9","-0,02"
Ukraine,2022,Standard,International NGO,12,699973.84,"[""Emergency Shelter and Non-Food Items""]",1047,"39,9","-0,02"
Ukraine,2022,Standard,International NGO,12,3592395.55,"[""Logistics""]",28878,"39,9","-0,02"
Ukraine,2022,Standard,International NGO,16,6136394.8,"[""Other""]",86986,"39,9","-0,02"
Ukraine,2022,Standard,National NGO,12,746628.45,"[""Protection""]",8850,"39,9","-0,02"
Ukraine,2022,Standard,International NGO,12,999957.91,"[""Protection""]",16200,"39,9","-0,02"
Ukraine,2022,Standard,International NGO,12,1499428.24,"[""Food Security""]",12881,"39,9","-0,02"
Ukraine,2022,Standard,National NGO,13,748284.17,"[""Emergency Shelter and Non-Food Items""]",7521,"39,9","-0,02"
Ukraine,2022,Standard,National NGO,14,932280.3,"[""Emergency Shelter and Non-Food Items""]",7050,"39,9","-0,02"
Ukraine,2022,Standard,International NGO,17,1489568.4,"[""Protection""]",26270,"39,9","-0,02"
Ukraine,2022,Standard,International NGO,12,1823549.13,"[""Protection""]",16320,"39,9","-0,02"
Ukraine,2022,Standard,National NGO,12,615785.0,"[""Protection""]",8850,"39,9","-0,02"
Ukraine,2022,Standard,National NGO,9 ,432407.12,"[""Protection""]",4470,"39,9","-0,02"
Ukraine,2022,Standard,National NGO,12,779340.39,"[""Camp Coordination""]",3470,"39,9","-0,02"
Ukraine,2022,Standard,National NGO,13,492432.19,"[""Camp Coordination""]",29822,"39,9","-0,02"
Venezuela,2022,Standard,International NGO,12,400000.0,"[""Education""]",1518,"45,6",0
Venezuela,2022,Standard,National NGO,11,252388.39,"[""Education""]",3286,"45,6",0
Venezuela,2022,Standard,National NGO,15,313659.75,"[""Protection""]",5276,"45,6",0
Venezuela,2022,Standard,National NGO,13,291702.33,"[""Education""]",5506,"45,6",0
Venezuela,2022,Standard,International NGO,12,376135.9,"[""Protection""]",3435,"45,6",0
Venezuela,2022,Standard,International NGO,14,399830.67,"[""Education""]",793,"45,6",0
Venezuela,2022,Standard,International NGO,12,399741.3,"[""Protection""]",9550,"45,9","0,02"
Venezuela,2022,Standard,National NGO,10,399999.17,"[""Education""]",4490,"45,6",0
Venezuela,2022,Standard,National NGO,10,399835.46,"[""Protection""]",10092,"45,6",0
Venezuela,2022,Standard,National NGO,11,241055.52,"[""Education""]",1959,"45,6",0
Venezuela,2022,Standard,International NGO,9 ,400000.0,"[""Protection""]",5032,"45,9","0,02"
Venezuela,2022,Standard,International NGO,12,400000.0,"[""Food Security"", ""Water, Sanitation and Hygiene (WASH)""]",3450,"45,9","0,02"
Venezuela,2022,Standard,National NGO,6 ,400000.0,"[""Other""]",11428,"45,9","0,02"
Venezuela,2022,Standard,National NGO,17,323866.77,"[""Education"", ""Protection""]",4740,"45,9","0,02"
Venezuela,2022,Standard,National NGO,12,399998.31,"[""Health"", ""Water, Sanitation and Hygiene (WASH)""]",32000,"45,9","0,02"
Venezuela,2022,Standard,National NGO,8 ,257447.73,"[""Protection""]",1500,"45,9","0,02"
Venezuela,2022,Standard,National NGO,7 ,399955.54,"[""Health""]",3116,"45,9","0,02"
Venezuela,2022,Standard,National NGO,12,263059.86,"[""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",6000,"45,9","0,02"
Venezuela,2022,Standard,National NGO,11,399969.77,"[""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",6270,"45,9","0,02"
Venezuela,2022,Standard,International NGO,10,399997.19,"[""Other""]",2803,"45,9","0,02"
Venezuela,2022,Standard,National NGO,10,297724.61,"[""Health""]",4302,"45,9","0,02"
Venezuela,2022,Standard,National NGO,12,399202.66,"[""Food Security"", ""Protection""]",8504,"45,9","0,02"
Venezuela,2022,Standard,International NGO,10,400000.0,"[""Health"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",3984,"45,9","0,02"
Venezuela,2022,Standard,National NGO,12,399947.6,"[""Other""]",5320,"45,9","0,02"
Venezuela,2022,Standard,National NGO,10,149976.91,"[""Health"", ""Protection""]",3734,"45,9","0,02"
Venezuela,2022,Standard,National NGO,11,227284.48,"[""Food Security"", ""Water, Sanitation and Hygiene (WASH)""]",960,"45,9","0,02"
Venezuela,2022,Standard,National NGO,12,399998.27,"[""Protection""]",6883,"45,9","0,02"
Yemen,2022,Reserve,UN Agency,3 ,4000081.15,"[""Water, Sanitation and Hygiene (WASH)""]",3674508,"82,2","-0,05"
Yemen,2022,Standard,National NGO,15,997673.69,"[""Food Security"", ""Water, Sanitation and Hygiene (WASH)""]",4536,"71,8","-0,03"
Yemen,2022,Standard,Others,12,913573.09,"[""Emergency Shelter and Non-Food Items""]",6972,"71,8","-0,03"
Yemen,2022,Standard,UN Agency,6 ,389995.13,"[""Emergency Shelter and Non-Food Items""]",70000,"71,8","-0,03"
Yemen,2022,Standard,International NGO,12,468568.31,"[""Emergency Shelter and Non-Food Items""]",25759,"71,8","-0,03"
Yemen,2022,Standard,International NGO,12,377000.0,"[""Water, Sanitation and Hygiene (WASH)""]",71084,"71,8","-0,03"
Yemen,2022,Standard,International NGO,13,1999999.99,"[""Health"", ""Nutrition""]",58229,"71,8","-0,03"
Yemen,2022,Standard,International NGO,12,749995.4,"[""Protection""]",25450,"71,8","-0,03"
Yemen,2022,Standard,National NGO,9 ,200999.93,"[""Education""]",1952,"71,8","-0,03"
Yemen,2022,Standard,National NGO,10,610838.82,"[""Emergency Shelter and Non-Food Items""]",5614,"71,8","-0,03"
Yemen,2022,Standard,National NGO,11,772986.48,"[""Camp Coordination""]",41517,"71,8","-0,03"
Yemen,2022,Standard,National NGO,9 ,331590.59,"[""Emergency Shelter and Non-Food Items""]",8519,"71,8","-0,03"
Yemen,2022,Standard,National NGO,8 ,165000.0,"[""Education""]",737,"71,8","-0,03"
Yemen,2022,Standard,National NGO,15,334964.69,"[""Food Security""]",2660,"71,8","-0,03"
Yemen,2022,Standard,UN Agency,12,429399.56,"[""Emergency Shelter and Non-Food Items""]",4102,"71,8","-0,03"
Yemen,2022,Standard,UN Agency,12,649761.82,"[""Protection""]",3983,"71,8","-0,03"
Yemen,2022,Standard,National NGO,15,700000.0,"[""Health"", ""Nutrition"", ""Water, Sanitation and Hygiene (WASH)""]",9804,"71,8","-0,03"
Yemen,2022,Standard,UN Agency,6 ,1320003.87,"[""Emergency Shelter and Non-Food Items""]",98000,"71,8","-0,03"
Yemen,2022,Standard,National NGO,11,249877.1,"[""Education""]",5563,"71,8","-0,03"
Yemen,2022,Standard,National NGO,14,460583.81,"[""Education""]",8363,"71,8","-0,03"
Yemen,2022,Standard,National NGO,15,590030.19,"[""Emergency Shelter and Non-Food Items""]",7700,"71,8","-0,03"
Yemen,2022,Standard,International NGO,13,450000.0,"[""Protection""]",3790,"71,8","-0,03"
Yemen,2022,Standard,National NGO,15,1028830.36,"[""Water, Sanitation and Hygiene (WASH)""]",83377,"71,8","-0,03"
Yemen,2022,Standard,National NGO,13,519104.96,"[""Water, Sanitation and Hygiene (WASH)""]",10015,"71,8","-0,03"
Yemen,2022,Standard,National NGO,10,400062.09,"[""Education""]",2249,"71,8","-0,03"
Yemen,2022,Standard,UN Agency,8 ,777238.25,"[""Other""]",74222,"71,8","-0,03"
Yemen,2022,Standard,National NGO,9 ,165326.75,"[""Education""]",3043,"71,8","-0,03"
Yemen,2022,Standard,National NGO,11,723029.25,"[""Health""]",15133,"71,8","-0,03"
Yemen,2022,Standard,National NGO,6 ,277231.65,"[""Camp Coordination""]",8588,"71,8","-0,03"
Yemen,2022,Standard,National NGO,10,400000.0,"[""Water, Sanitation and Hygiene (WASH)""]",60811,"71,8","-0,03"
Yemen,2022,Standard,International NGO,18,747674.85,"[""Health"", ""Nutrition"", ""Water, Sanitation and Hygiene (WASH)""]",44265,"71,8","-0,03"
Yemen,2022,Standard,National NGO,14,999730.36,"[""Emergency Shelter and Non-Food Items""]",3682,"71,8","-0,03"
Yemen,2022,Standard,National NGO,15,324840.71,"[""Camp Coordination""]",5160,"71,8","-0,03"
Yemen,2022,Standard,National NGO,11,740647.15,"[""Emergency Shelter and Non-Food Items""]",11141,"71,8","-0,03"
Yemen,2022,Standard,National NGO,15,1495157.43,"[""Food Security"", ""Health"", ""Water, Sanitation and Hygiene (WASH)""]",34004,"71,8","-0,03"
Yemen,2022,Standard,National NGO,11,497401.82,"[""Education""]",4576,"71,8","-0,03"
Yemen,2022,Standard,UN Agency,12,899336.11,"[""Food Security"", ""Nutrition""]",2409,"71,8","-0,03"
Yemen,2022,Standard,National NGO,11,461613.77,"[""Water, Sanitation and Hygiene (WASH)""]",10583,"71,8","-0,03"
Yemen,2022,Standard,National NGO,11,269383.74,"[""Camp Coordination""]",3810,"71,8","-0,03"
Yemen,2022,Standard,National NGO,8 ,226692.34,"[""Education""]",6030,"71,8","-0,03"
Yemen,2022,Standard,National NGO,10,426223.8,"[""Water, Sanitation and Hygiene (WASH)""]",8020,"71,8","-0,03"
Yemen,2022,Standard,National NGO,13,448994.49,"[""Water, Sanitation and Hygiene (WASH)""]",10431,"71,8","-0,03"
Yemen,2022,Standard,International NGO,21,1114334.2,"[""Camp Coordination""]",34926,"71,8","-0,03"
Yemen,2022,Standard,National NGO,10,249998.0,"[""Education""]",6366,"71,8","-0,03"
Yemen,2022,Standard,National NGO,9 ,399914.64,"[""Camp Coordination""]",28277,"71,8","-0,03"
Yemen,2022,Standard,National NGO,12,482270.24,"[""Food Security""]",13596,"71,8","-0,03"
Yemen,2022,Standard,National NGO,12,500000.94,"[""Protection""]",10260,"71,8","-0,03"
Yemen,2022,Standard,National NGO,11,249952.0,"[""Water, Sanitation and Hygiene (WASH)""]",4920,"71,8","-0,03"
Yemen,2022,Standard,National NGO,14,2000000.0,"[""Food Security"", ""Health"", ""Nutrition"", ""Water, Sanitation and Hygiene (WASH)""]",34822,"71,8","-0,03"
Yemen,2022,Standard,UN Agency,12,849212.59,"[""Food Security""]",7707,"71,8","-0,03"
Yemen,2022,Standard,UN Agency,12,455528.96,"[""Water, Sanitation and Hygiene (WASH)""]",21352,"71,8","-0,03"
Yemen,2022,Standard,National NGO,9 ,164724.41,"[""Education""]",4593,"71,8","-0,03"
Yemen,2022,Standard,National NGO,13,462015.3,"[""Emergency Shelter and Non-Food Items""]",3103,"71,8","-0,03"
Yemen,2022,Standard,National NGO,14,600056.0,"[""Protection""]",16800,"71,8","-0,03"
Yemen,2022,Standard,National NGO,11,171078.02,"[""Camp Coordination""]",9071,"71,8","-0,03"
Yemen,2022,Standard,National NGO,15,234455.73,"[""Education""]",1839,"71,8","-0,03"
Yemen,2022,Standard,International NGO,14,1499636.21,"[""Food Security"", ""Water, Sanitation and Hygiene (WASH)""]",36680,"71,8","-0,03"
Yemen,2022,Standard,National NGO,14,251681.69,"[""Water, Sanitation and Hygiene (WASH)""]",98361,"71,8","-0,03"
Yemen,2022,Standard,UN Agency,7 ,799991.58,"[""Food Security""]",4774,"71,8","-0,03"
Yemen,2022,Standard,International NGO,17,382626.22,"[""Water, Sanitation and Hygiene (WASH)""]",9156,"71,8","-0,03"
Yemen,2022,Standard,UN Agency,6 ,452136.03,"[""Emergency Shelter and Non-Food Items""]",98000,"71,8","-0,03"
Yemen,2022,Standard,UN Agency,12,575000.0,"[""Emergency Shelter and Non-Food Items""]",19047,"71,8","-0,03"
Yemen,2022,Standard,UN Agency,6 ,1698635.65,"[""Emergency Telecommunications""]",47,"71,8","-0,03"
Yemen,2022,Standard,International NGO,17,400000.0,"[""Education""]",3485,"71,8","-0,03"
Yemen,2022,Standard,International NGO,12,800000.0,"[""Protection""]",7538,"71,8","-0,03"
Yemen,2022,Standard,National NGO,12,249990.3,"[""Camp Coordination""]",6841,"71,8","-0,03"
Yemen,2022,Standard,National NGO,14,594350.39,"[""Protection""]",30995,"71,8","-0,03"
Yemen,2022,Standard,National NGO,17,337651.45,"[""Nutrition""]",11825,"71,8","-0,03"
Yemen,2022,Standard,International NGO,11,250000.0,"[""Education""]",1787,"71,8","-0,03"
Yemen,2022,Standard,National NGO,7 ,165000.0,"[""Education""]",2740,"71,8","-0,03"
Yemen,2022,Standard,International NGO,12,352703.45,"[""Protection""]",1210,"71,8","-0,03"
Yemen,2022,Standard,International NGO,12,420000.0,"[""Water, Sanitation and Hygiene (WASH)""]",3600,"71,8","-0,03"
Yemen,2022,Reserve,UN Agency,3 ,2580000.18,"[""Water, Sanitation and Hygiene (WASH)""]",3675047,"71,8","-0,03"
Yemen,2022,Reserve,International NGO,19,830478.73,"[""Health""]",165765,"82,2","-0,05"
Yemen,2022,Reserve,Others,14,2066805.1,"[""Emergency Shelter and Non-Food Items"", ""Health"", ""Nutrition""]",109284,"82,2","-0,05"
Yemen,2022,Reserve,National NGO,12,245087.54,"[""Water, Sanitation and Hygiene (WASH)""]",5156,"82,2","-0,05"
Yemen,2022,Reserve,National NGO,10,574183.4,"[""Emergency Shelter and Non-Food Items"", ""Protection""]",5880,"82,2","-0,05"
Yemen,2022,Reserve,National NGO,9 ,562402.77,"[""Education""]",10346,"82,2","-0,05"
Yemen,2022,Reserve,National NGO,13,802233.3,"[""Camp Coordination""]",27613,"82,2","-0,05"
Yemen,2022,Reserve,National NGO,11,700000.0,"[""Food Security""]",3552,"82,2","-0,05"
Yemen,2022,Reserve,International NGO,9 ,769617.38,"[""Water, Sanitation and Hygiene (WASH)""]",10500,"82,2","-0,05"
Yemen,2022,Reserve,National NGO,11,881368.59,"[""Camp Coordination"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",28935,"82,2","-0,05"
Yemen,2022,Reserve,National NGO,13,939590.56,"[""Emergency Shelter and Non-Food Items""]",34650,"82,2","-0,05"
Yemen,2022,Reserve,International NGO,12,959470.0,"[""Health"", ""Nutrition"", ""Water, Sanitation and Hygiene (WASH)""]",73474,"82,2","-0,05"
Yemen,2022,Reserve,International NGO,16,269976.68,"[""Water, Sanitation and Hygiene (WASH)""]",12001,"82,2","-0,05"
Yemen,2022,Reserve,International NGO,15,1498836.75,"[""Health"", ""Nutrition"", ""Protection""]",10980,"82,2","-0,05"
Yemen,2022,Reserve,International NGO,14,749782.85,"[""Protection""]",16221,"82,2","-0,05"
Yemen,2022,Reserve,National NGO,12,250000.15,"[""Emergency Shelter and Non-Food Items"", ""Nutrition""]",6300,"82,2","-0,05"
Yemen,2022,Reserve,International NGO,14,1225580.32,"[""Health"", ""Nutrition"", ""Water, Sanitation and Hygiene (WASH)""]",76277,"82,2","-0,05"
Yemen,2022,Reserve,National NGO,14,589999.97,"[""Health"", ""Nutrition""]",10311,"82,2","-0,05"
Yemen,2022,Reserve,National NGO,15,1295181.7,"[""Education"", ""Protection""]",13300,"82,2","-0,05"
Yemen,2022,Reserve,National NGO,15,997999.0,"[""Health"", ""Nutrition"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",41428,"82,2","-0,05"
Yemen,2022,Reserve,International NGO,17,570960.0,"[""Water, Sanitation and Hygiene (WASH)""]",17500,"82,2","-0,05"
Yemen,2022,Reserve,National NGO,12,967392.35,"[""Camp Coordination"", ""Emergency Shelter and Non-Food Items"", ""Protection""]",11200,"82,2","-0,05"
Yemen,2022,Reserve,National NGO,12,604199.44,"[""Protection""]",10420,"82,2","-0,05"
Yemen,2022,Reserve,National NGO,12,743800.94,"[""Protection""]",8435,"82,2","-0,05"
Yemen,2022,Reserve,UN Agency,6 ,2400859.33,"[""Emergency Shelter and Non-Food Items""]",75026,"82,2","-0,05"
Yemen,2022,Reserve,National NGO,10,660000.0,"[""Health"", ""Nutrition""]",40972,"82,2","-0,05"
Yemen,2022,Reserve,National NGO,10,149751.28,"[""Nutrition""]",3823,"82,2","-0,05"
Yemen,2022,Reserve,National NGO,10,371900.87,"[""Education""]",3800,"82,2","-0,05"
Yemen,2022,Reserve,International NGO,14,220000.0,"[""Nutrition""]",12348,"82,2","-0,05"
Yemen,2022,Reserve,International NGO,14,1878000.0,"[""Camp Coordination"", ""Emergency Shelter and Non-Food Items""]",75270,"82,2","-0,05"
Yemen,2022,Reserve,UN Agency,6 ,390920.86,"[""Emergency Shelter and Non-Food Items""]",77945,"71,8","-0,03"
Yemen,2022,Reserve,International NGO,17,2382923.68,"[""Food Security"", ""Health"", ""Nutrition"", ""Protection"", ""Water, Sanitation and Hygiene (WASH)""]",84116,"82,2","-0,05"
Yemen,2022,Reserve,International NGO,12,885000.02,"[""Food Security"", ""Protection""]",4760,"82,2","-0,05"
Yemen,2022,Reserve,International NGO,12,1400000.03,"[""Food Security"", ""Protection""]",10850,"82,2","-0,05"
Afghanistan,2023,Reserve,National NGO,6 ,489054.01,"[""Food Security""]",15400,67,"0,12"
Afghanistan,2023,Reserve,National NGO,6 ,490677.39,"[""Food Security""]",16310,67,"0,12"
Afghanistan,2023,Reserve,National NGO,6 ,699255.7,"[""Emergency Shelter and Non-Food Items""]",4350,67,"0,12"
Afghanistan,2023,Reserve,National NGO,9 ,498593.04,"[""Education""]",5760,67,"0,12"
Afghanistan,2023,Reserve,National NGO,6 ,499178.24,"[""Food Security""]",18571,67,"0,12"
Afghanistan,2023,Reserve,National NGO,6 ,292523.59,"[""Health"", ""Nutrition""]",40199,67,"0,12"
Afghanistan,2023,Reserve,National NGO,9 ,392338.83,"[""Protection""]",55000,67,"0,12"
Afghanistan,2023,Reserve,National NGO,6 ,492352.03,"[""Food Security""]",24682,67,"0,12"
Afghanistan,2023,Reserve,National NGO,12,648518.44,"[""Emergency Shelter and Non-Food Items""]",2160,67,"0,12"
Afghanistan,2023,Reserve,National NGO,6 ,402270.35,"[""Health""]",58388,67,"0,12"
Afghanistan,2023,Reserve,National NGO,6 ,452275.3,"[""Food Security""]",24684,67,"0,12"
Afghanistan,2023,Reserve,National NGO,7 ,477278.64,"[""Food Security""]",15624,67,"0,12"
Afghanistan,2023,Reserve,National NGO,6 ,499477.67,"[""Protection""]",275000,67,"0,12"
Afghanistan,2023,Reserve,National NGO,6 ,488564.63,"[""Other""]",18361,67,"0,12"
Afghanistan,2023,Reserve,National NGO,6 ,367082.48,"[""Health"", ""Nutrition""]",45925,67,"0,12"
Afghanistan,2023,Reserve,National NGO,6 ,491899.97,"[""Food Security""]",6006,67,"0,12"
Afghanistan,2023,Reserve,National NGO,6 ,250844.98,"[""Health"", ""Nutrition""]",26000,67,"0,12"
Afghanistan,2023,Reserve,National NGO,6 ,343783.83,"[""Health"", ""Nutrition""]",32366,67,"0,12"
Afghanistan,2023,Reserve,National NGO,8 ,469265.73,"[""Water, Sanitation and Hygiene (WASH)""]",15302,67,"0,12"
Afghanistan,2023,Reserve,National NGO,8 ,490223.52,"[""Emergency Shelter and Non-Food Items""]",3250,67,"0,12"
Afghanistan,2023,Reserve,National NGO,6 ,461786.64,"[""Food Security""]",15540,67,"0,12"
Afghanistan,2023,Reserve,National NGO,6 ,499620.45,"[""Food Security""]",16310,67,"0,12"
Afghanistan,2023,Reserve,National NGO,8 ,218020.89,"[""Health"", ""Nutrition""]",23215,67,"0,12"
Afghanistan,2023,Reserve,National NGO,6 ,481007.39,"[""Food Security""]",15631,67,"0,12"
Afghanistan,2023,Reserve,National NGO,8 ,494350.49,"[""Education"", ""Protection""]",6839,67,"0,12"
Afghanistan,2023,Reserve,National NGO,9 ,499972.31,"[""Other""]",8332,67,"0,12"
Afghanistan,2023,Reserve,National NGO,6 ,497228.74,"[""Food Security""]",15750,67,"0,12"
Afghanistan,2023,Reserve,National NGO,6 ,487928.03,"[""Food Security""]",15750,67,"0,12"
Afghanistan,2023,Standard,International NGO,5 ,700000.0,"[""Food Security""]",32452,67,"0,12"
Afghanistan,2023,Standard,International NGO,6 ,491369.24,"[""Water, Sanitation and Hygiene (WASH)""]",17528,67,"0,12"
Afghanistan,2023,Standard,International NGO,6 ,699999.94,"[""Emergency Shelter and Non-Food Items""]",11949,67,"0,12"
Afghanistan,2023,Standard,UN Agency,6 ,5343969.59,"[""Emergency Shelter and Non-Food Items""]",80150,67,"0,12"
Afghanistan,2023,Standard,International NGO,6 ,499990.68,"[""Emergency Shelter and Non-Food Items""]",8540,67,"0,12"
Afghanistan,2023,Standard,UN Agency,6 ,6142075.11,"[""Emergency Shelter and Non-Food Items"", ""Health""]",1505754,67,"0,12"
Afghanistan,2023,Standard,International NGO,6 ,699956.04,"[""Emergency Shelter and Non-Food Items""]",11949,67,"0,12"
Afghanistan,2023,Standard,National NGO,6 ,697442.09,"[""Emergency Shelter and Non-Food Items""]",11949,67,"0,12"
Afghanistan,2023,Standard,National NGO,9 ,474829.62,"[""Water, Sanitation and Hygiene (WASH)""]",13294,67,"0,12"
Afghanistan,2023,Standard,International NGO,6 ,499555.04,"[""Emergency Shelter and Non-Food Items""]",7280,67,"0,12"
Afghanistan,2023,Standard,UN Agency,6 ,5452335.13,"[""Emergency Shelter and Non-Food Items""]",216755,67,"0,12"
Afghanistan,2023,Standard,UN Agency,6 ,8427568.43,"[""Health""]",567046,67,"0,12"
Afghanistan,2023,Standard,National NGO,6 ,166283.61,"[""Health""]",21131,67,"0,12"
Afghanistan,2023,Standard,International NGO,6 ,499750.24,"[""Emergency Shelter and Non-Food Items""]",8540,67,"0,12"
Afghanistan,2023,Standard,International NGO,5 ,484136.72,"[""Food Security""]",3300,67,"0,12"
Afghanistan,2023,Standard,UN Agency,6 ,691528.03,"[""Emergency Shelter and Non-Food Items""]",4200,67,"0,12"
Afghanistan,2023,Standard,International NGO,6 ,406851.65,"[""Health""]",33603,67,"0,12"
Afghanistan,2023,Standard,International NGO,6 ,683905.93,"[""Water, Sanitation and Hygiene (WASH)""]",65570,67,"0,12"
Afghanistan,2023,Standard,National NGO,6 ,499964.37,"[""Food Security""]",23114,67,"0,12"
Afghanistan,2023,Standard,International NGO,9 ,574239.96,"[""Health""]",77876,67,"0,12"
Afghanistan,2023,Standard,International NGO,5 ,700000.0,"[""Emergency Shelter and Non-Food Items""]",11949,67,"0,12"
Afghanistan,2023,Standard,UN Agency,6 ,29499999.99,"[""Food Security""]",1364423,67,"0,12"
Afghanistan,2023,Standard,International NGO,5 ,700000.0,"[""Emergency Shelter and Non-Food Items""]",11949,67,"0,12"
Afghanistan,2023,Standard,National NGO,6 ,695410.38,"[""Food Security""]",28000,67,"0,12"
Afghanistan,2023,Standard,UN Agency,6 ,691528.03,"[""Emergency Shelter and Non-Food Items""]",4200,67,"0,12"
Afghanistan,2023,Standard,International NGO,6 ,675867.86,"[""Food Security""]",30485,67,"0,12"
Afghanistan,2023,Standard,International NGO,8 ,693450.64,"[""Food Security""]",29610,67,"0,12"
Afghanistan,2023,Standard,International NGO,6 ,596783.73,"[""Emergency Shelter and Non-Food Items""]",10619,67,"0,12"
Afghanistan,2023,Standard,National NGO,8 ,491873.36,"[""Food Security""]",18564,67,"0,12"
Afghanistan,2023,Standard,International NGO,8 ,698831.51,"[""Health""]",72357,67,"0,12"
Afghanistan,2023,Standard,National NGO,9 ,465450.64,"[""Food Security""]",22400,67,"0,12"
Afghanistan,2023,Standard,National NGO,6 ,493227.2,"[""Food Security""]",20160,67,"0,12"
Afghanistan,2023,Standard,UN Agency,6 ,2118720.08,"[""Nutrition""]",44580,67,"0,12"
Afghanistan,2023,Standard,International NGO,6 ,688872.31,"[""Emergency Shelter and Non-Food Items""]",12012,67,"0,12"
Afghanistan,2023,Standard,UN Agency,6 ,944475.0,"[""Health""]",96000,67,"0,12"
Afghanistan,2023,Standard,International NGO,6 ,692852.38,"[""Food Security""]",27419,67,"0,12"
Afghanistan,2023,Standard,International NGO,5 ,700000.0,"[""Emergency Shelter and Non-Food Items""]",11137,67,"0,12"
Afghanistan,2023,Standard,National NGO,6 ,489787.52,"[""Food Security""]",24829,67,"0,12"
Afghanistan,2023,Standard,International NGO,6 ,510441.38,"[""Emergency Shelter and Non-Food Items""]",8540,67,"0,12"
Afghanistan,2023,Standard,National NGO,6 ,475366.12,"[""Food Security""]",22820,67,"0,12"
Afghanistan,2023,Standard,International NGO,7 ,590271.11,"[""Food Security""]",28700,67,"0,12"
Afghanistan,2023,Standard,National NGO,5 ,499989.64,"[""Food Security""]",26425,67,"0,12"
Afghanistan,2023,Standard,International NGO,6 ,693735.13,"[""Emergency Shelter and Non-Food Items"", ""Protection""]",10429,67,"0,12"
Afghanistan,2023,Standard,International NGO,6 ,652845.41,"[""Health""]",72526,67,"0,12"
Afghanistan,2023,Standard,International NGO,6 ,699054.27,"[""Emergency Shelter and Non-Food Items""]",11550,67,"0,12"
Afghanistan,2023,Standard,National NGO,7 ,490605.7,"[""Health"", ""Protection""]",18294,67,"0,12"
Afghanistan,2023,Standard,International NGO,5 ,683313.91,"[""Emergency Shelter and Non-Food Items""]",11949,67,"0,12"
Afghanistan,2023,Standard,National NGO,6 ,216544.61,"[""Health""]",34776,67,"0,12"
Afghanistan,2023,Standard,National NGO,8 ,495460.22,"[""Protection""]",26643,67,"0,12"
Afghanistan,2023,Standard,UN Agency,6 ,1956281.15,"[""Nutrition""]",31881,67,"0,12"
Afghanistan,2023,Standard,National NGO,6 ,668846.3,"[""Food Security""]",32760,67,"0,12"
Afghanistan,2023,Standard,International NGO,9 ,700000.0,"[""Food Security""]",37030,67,"0,12"
